Logging to ./data/CartPole-v0_ppo/ppo_3567743922/
---------------------------------
| rollout/           |          |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 99.6         |
|    ep_rew_mean          | 99.6         |
| time/                   |              |
|    fps                  | 164          |
|    iterations           | 360          |
|    time_elapsed         | 69           |
|    total_timesteps      | 11520        |
| train/                  |              |
|    approx_kl            | 0.0024803737 |
|    clip_fraction        | 0.197        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.36        |
|    explained_variance   | 0.943        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0107      |
|    n_updates            | 7180         |
|    policy_gradient_loss | -0.00741     |
|    value_loss           | 2.49e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 99.6         |
|    ep_rew_mean          | 99.6         |
| time/                   |              |
|    fps                  | 164          |
|    iterations           | 361          |
|    time_elapsed         | 70           |
|    total_timesteps      | 11552        |
| train/                  |              |
|    approx_kl            | 0.0049053766 |
|    clip_fraction        | 0.133        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.34        |
|    explained_variance   | 0.684        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0237      |
|    n_updates            | 7200         |
|    policy_gradient_loss | -0.0164      |
|    value_loss           | 7.29e-05     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 101         |
|    ep_rew_mean          | 101         |
| time/                   |             |
|    fps                  | 164         |
|    iterations           | 362         |
|    time_elapsed         | 70          |
|    total_timesteps      | 11584       |
| train/                  |             |
|    approx_kl            | 0.004160487 |
|    clip_fraction        | 0.0875      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.306      |
|    explained_variance   | 0.821       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0105     |
|    n_updates            | 7220        |
|    policy_gradient_loss | -0.00517    |
|    value_loss           | 7.61e-05    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 101          |
|    ep_rew_mean          | 101          |
| time/                   |              |
|    fps                  | 164          |
|    iterations           | 363          |
|    time_elapsed         | 70           |
|    total_timesteps      | 11616        |
| train/                  |              |
|    approx_kl            | 0.0013566557 |
|    clip_fraction        | 0.0531       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.31        |
|    explained_variance   | 0.974        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00578     |
|    n_updates            | 7240         |
|    policy_gradient_loss | -0.00459     |
|    value_loss           | 0.000545     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 101         |
|    ep_rew_mean          | 101         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 364         |
|    time_elapsed         | 70          |
|    total_timesteps      | 11648       |
| train/                  |             |
|    approx_kl            | 0.020851064 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.304      |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0206     |
|    n_updates            | 7260        |
|    policy_gradient_loss | -0.0125     |
|    value_loss           | 0.000216    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 101          |
|    ep_rew_mean          | 101          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 365          |
|    time_elapsed         | 70           |
|    total_timesteps      | 11680        |
| train/                  |              |
|    approx_kl            | 0.0009806976 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.278       |
|    explained_variance   | 0.871        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00404     |
|    n_updates            | 7280         |
|    policy_gradient_loss | -0.00183     |
|    value_loss           | 4.77e-05     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 101         |
|    ep_rew_mean          | 101         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 366         |
|    time_elapsed         | 70          |
|    total_timesteps      | 11712       |
| train/                  |             |
|    approx_kl            | 0.003421749 |
|    clip_fraction        | 0.0766      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.276      |
|    explained_variance   | 0.795       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0146     |
|    n_updates            | 7300        |
|    policy_gradient_loss | -0.0116     |
|    value_loss           | 3.83e-05    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 101          |
|    ep_rew_mean          | 101          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 367          |
|    time_elapsed         | 71           |
|    total_timesteps      | 11744        |
| train/                  |              |
|    approx_kl            | 0.0044579227 |
|    clip_fraction        | 0.147        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.341       |
|    explained_variance   | 0.949        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0238      |
|    n_updates            | 7320         |
|    policy_gradient_loss | -0.0204      |
|    value_loss           | 3.49e-05     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 102         |
|    ep_rew_mean          | 102         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 368         |
|    time_elapsed         | 71          |
|    total_timesteps      | 11776       |
| train/                  |             |
|    approx_kl            | 0.010567568 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.32       |
|    explained_variance   | 0.825       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0224     |
|    n_updates            | 7340        |
|    policy_gradient_loss | -0.0166     |
|    value_loss           | 8.38e-05    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 102          |
|    ep_rew_mean          | 102          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 369          |
|    time_elapsed         | 71           |
|    total_timesteps      | 11808        |
| train/                  |              |
|    approx_kl            | 0.0021983199 |
|    clip_fraction        | 0.0219       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.238       |
|    explained_variance   | 0.969        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00401     |
|    n_updates            | 7360         |
|    policy_gradient_loss | -0.00283     |
|    value_loss           | 0.000295     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 102         |
|    ep_rew_mean          | 102         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 370         |
|    time_elapsed         | 71          |
|    total_timesteps      | 11840       |
| train/                  |             |
|    approx_kl            | 0.001891071 |
|    clip_fraction        | 0.025       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.249      |
|    explained_variance   | -2.72       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0175     |
|    n_updates            | 7380        |
|    policy_gradient_loss | -0.00856    |
|    value_loss           | 0.000125    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 102          |
|    ep_rew_mean          | 102          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 371          |
|    time_elapsed         | 71           |
|    total_timesteps      | 11872        |
| train/                  |              |
|    approx_kl            | 0.0018562647 |
|    clip_fraction        | 0.0125       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.237       |
|    explained_variance   | 0.734        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00383     |
|    n_updates            | 7400         |
|    policy_gradient_loss | -0.000514    |
|    value_loss           | 0.000182     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 102          |
|    ep_rew_mean          | 102          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 372          |
|    time_elapsed         | 72           |
|    total_timesteps      | 11904        |
| train/                  |              |
|    approx_kl            | 0.0034571607 |
|    clip_fraction        | 0.00625      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.305       |
|    explained_variance   | 0.779        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00828     |
|    n_updates            | 7420         |
|    policy_gradient_loss | -0.00351     |
|    value_loss           | 2.63e-05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 102           |
|    ep_rew_mean          | 102           |
| time/                   |               |
|    fps                  | 165           |
|    iterations           | 373           |
|    time_elapsed         | 72            |
|    total_timesteps      | 11936         |
| train/                  |               |
|    approx_kl            | 0.00090520084 |
|    clip_fraction        | 0.0344        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.25         |
|    explained_variance   | 0.927         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.0101       |
|    n_updates            | 7440          |
|    policy_gradient_loss | -0.00335      |
|    value_loss           | 2.91e-05      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 102         |
|    ep_rew_mean          | 102         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 374         |
|    time_elapsed         | 72          |
|    total_timesteps      | 11968       |
| train/                  |             |
|    approx_kl            | 0.047608458 |
|    clip_fraction        | 0.0953      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.247      |
|    explained_variance   | 0.767       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0176     |
|    n_updates            | 7460        |
|    policy_gradient_loss | -0.0129     |
|    value_loss           | 3.04e-05    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 104          |
|    ep_rew_mean          | 104          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 375          |
|    time_elapsed         | 72           |
|    total_timesteps      | 12000        |
| train/                  |              |
|    approx_kl            | 0.0026731621 |
|    clip_fraction        | 0.0609       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.257       |
|    explained_variance   | 0.192        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00526     |
|    n_updates            | 7480         |
|    policy_gradient_loss | -0.00316     |
|    value_loss           | 4.14e-05     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | 104         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 376         |
|    time_elapsed         | 72          |
|    total_timesteps      | 12032       |
| train/                  |             |
|    approx_kl            | 0.025187068 |
|    clip_fraction        | 0.0594      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.251      |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.027      |
|    n_updates            | 7500        |
|    policy_gradient_loss | -0.0156     |
|    value_loss           | 0.000139    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | 104         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 377         |
|    time_elapsed         | 72          |
|    total_timesteps      | 12064       |
| train/                  |             |
|    approx_kl            | 0.031132441 |
|    clip_fraction        | 0.0922      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.291      |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0307     |
|    n_updates            | 7520        |
|    policy_gradient_loss | -0.0204     |
|    value_loss           | 0.000195    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 104          |
|    ep_rew_mean          | 104          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 378          |
|    time_elapsed         | 73           |
|    total_timesteps      | 12096        |
| train/                  |              |
|    approx_kl            | 0.0023093084 |
|    clip_fraction        | 0.0672       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.296       |
|    explained_variance   | 0.594        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00927     |
|    n_updates            | 7540         |
|    policy_gradient_loss | -0.00606     |
|    value_loss           | 3.32e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 104          |
|    ep_rew_mean          | 104          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 379          |
|    time_elapsed         | 73           |
|    total_timesteps      | 12128        |
| train/                  |              |
|    approx_kl            | 0.0017581303 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.279       |
|    explained_variance   | 0.907        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00977     |
|    n_updates            | 7560         |
|    policy_gradient_loss | -0.004       |
|    value_loss           | 1.98e-05     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | 104         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 380         |
|    time_elapsed         | 73          |
|    total_timesteps      | 12160       |
| train/                  |             |
|    approx_kl            | 0.006640667 |
|    clip_fraction        | 0.0984      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.281      |
|    explained_variance   | 0.757       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0196     |
|    n_updates            | 7580        |
|    policy_gradient_loss | -0.0165     |
|    value_loss           | 2.8e-05     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 106         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 381         |
|    time_elapsed         | 73          |
|    total_timesteps      | 12192       |
| train/                  |             |
|    approx_kl            | 0.020705843 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.296      |
|    explained_variance   | 0.852       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0116     |
|    n_updates            | 7600        |
|    policy_gradient_loss | -0.00878    |
|    value_loss           | 3.58e-05    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 106          |
|    ep_rew_mean          | 106          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 382          |
|    time_elapsed         | 73           |
|    total_timesteps      | 12224        |
| train/                  |              |
|    approx_kl            | 0.0057332544 |
|    clip_fraction        | 0.0516       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.272       |
|    explained_variance   | 0.971        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00793     |
|    n_updates            | 7620         |
|    policy_gradient_loss | -0.0056      |
|    value_loss           | 0.000359     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 106         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 383         |
|    time_elapsed         | 73          |
|    total_timesteps      | 12256       |
| train/                  |             |
|    approx_kl            | 0.015223372 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.286      |
|    explained_variance   | 0.932       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00592    |
|    n_updates            | 7640        |
|    policy_gradient_loss | -0.00469    |
|    value_loss           | 0.000125    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 106          |
|    ep_rew_mean          | 106          |
| time/                   |              |
|    fps                  | 165          |
|    iterations           | 384          |
|    time_elapsed         | 74           |
|    total_timesteps      | 12288        |
| train/                  |              |
|    approx_kl            | 0.0008142013 |
|    clip_fraction        | 0.0234       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.244       |
|    explained_variance   | 0.857        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00575     |
|    n_updates            | 7660         |
|    policy_gradient_loss | -0.00296     |
|    value_loss           | 2.46e-05     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 106         |
| time/                   |             |
|    fps                  | 165         |
|    iterations           | 385         |
|    time_elapsed         | 74          |
|    total_timesteps      | 12320       |
| train/                  |             |
|    approx_kl            | 0.009554095 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.315      |
|    explained_variance   | 0.917       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0151     |
|    n_updates            | 7680        |
|    policy_gradient_loss | -0.00966    |
|    value_loss           | 1.58e-05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 106         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 386         |
|    time_elapsed         | 74          |
|    total_timesteps      | 12352       |
| train/                  |             |
|    approx_kl            | 0.003512944 |
|    clip_fraction        | 0.0938      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.302      |
|    explained_variance   | 0.786       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00702    |
|    n_updates            | 7700        |
|    policy_gradient_loss | -0.00202    |
|    value_loss           | 2.5e-05     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 108         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 387         |
|    time_elapsed         | 74          |
|    total_timesteps      | 12384       |
| train/                  |             |
|    approx_kl            | 0.095506735 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.303      |
|    explained_variance   | 0.838       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0664     |
|    n_updates            | 7720        |
|    policy_gradient_loss | -0.0388     |
|    value_loss           | 4e-05       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 108         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 388         |
|    time_elapsed         | 74          |
|    total_timesteps      | 12416       |
| train/                  |             |
|    approx_kl            | 0.006413023 |
|    clip_fraction        | 0.0563      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.251      |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00765    |
|    n_updates            | 7740        |
|    policy_gradient_loss | -0.00487    |
|    value_loss           | 0.000558    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 108         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 389         |
|    time_elapsed         | 74          |
|    total_timesteps      | 12448       |
| train/                  |             |
|    approx_kl            | 0.021991082 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.297      |
|    explained_variance   | 0.871       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0121     |
|    n_updates            | 7760        |
|    policy_gradient_loss | -0.00779    |
|    value_loss           | 0.000243    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 108          |
|    ep_rew_mean          | 108          |
| time/                   |              |
|    fps                  | 166          |
|    iterations           | 390          |
|    time_elapsed         | 75           |
|    total_timesteps      | 12480        |
| train/                  |              |
|    approx_kl            | 0.0043560797 |
|    clip_fraction        | 0.075        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.285       |
|    explained_variance   | 0.831        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00825     |
|    n_updates            | 7780         |
|    policy_gradient_loss | -0.00537     |
|    value_loss           | 7.03e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 108          |
|    ep_rew_mean          | 108          |
| time/                   |              |
|    fps                  | 166          |
|    iterations           | 391          |
|    time_elapsed         | 75           |
|    total_timesteps      | 12512        |
| train/                  |              |
|    approx_kl            | 0.0011854153 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.314       |
|    explained_variance   | 0.692        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00854     |
|    n_updates            | 7800         |
|    policy_gradient_loss | -0.00321     |
|    value_loss           | 2.8e-05      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 108         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 392         |
|    time_elapsed         | 75          |
|    total_timesteps      | 12544       |
| train/                  |             |
|    approx_kl            | 0.055961195 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.296      |
|    explained_variance   | 0.914       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0507     |
|    n_updates            | 7820        |
|    policy_gradient_loss | -0.0356     |
|    value_loss           | 1.83e-05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 393         |
|    time_elapsed         | 75          |
|    total_timesteps      | 12576       |
| train/                  |             |
|    approx_kl            | 0.086606026 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.258      |
|    explained_variance   | 0.842       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0256     |
|    n_updates            | 7840        |
|    policy_gradient_loss | -0.0214     |
|    value_loss           | 3.18e-05    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 109        |
|    ep_rew_mean          | 109        |
| time/                   |            |
|    fps                  | 166        |
|    iterations           | 394        |
|    time_elapsed         | 75         |
|    total_timesteps      | 12608      |
| train/                  |            |
|    approx_kl            | 0.04273793 |
|    clip_fraction        | 0.15       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.275     |
|    explained_variance   | 0.98       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0161    |
|    n_updates            | 7860       |
|    policy_gradient_loss | -0.0109    |
|    value_loss           | 0.000265   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 395         |
|    time_elapsed         | 75          |
|    total_timesteps      | 12640       |
| train/                  |             |
|    approx_kl            | 0.021911234 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.26       |
|    explained_variance   | -1.01       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0107     |
|    n_updates            | 7880        |
|    policy_gradient_loss | -0.00699    |
|    value_loss           | 0.000279    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 396         |
|    time_elapsed         | 76          |
|    total_timesteps      | 12672       |
| train/                  |             |
|    approx_kl            | 0.039063066 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.25       |
|    explained_variance   | 0.685       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0223     |
|    n_updates            | 7900        |
|    policy_gradient_loss | -0.016      |
|    value_loss           | 0.000308    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 397         |
|    time_elapsed         | 76          |
|    total_timesteps      | 12704       |
| train/                  |             |
|    approx_kl            | 0.063681796 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.283      |
|    explained_variance   | 0.209       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0288     |
|    n_updates            | 7920        |
|    policy_gradient_loss | -0.0177     |
|    value_loss           | 3.82e-05    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | 109          |
| time/                   |              |
|    fps                  | 166          |
|    iterations           | 398          |
|    time_elapsed         | 76           |
|    total_timesteps      | 12736        |
| train/                  |              |
|    approx_kl            | 0.0046508685 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.308       |
|    explained_variance   | 0.937        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0117      |
|    n_updates            | 7940         |
|    policy_gradient_loss | -0.00689     |
|    value_loss           | 1.69e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | 109          |
| time/                   |              |
|    fps                  | 166          |
|    iterations           | 399          |
|    time_elapsed         | 76           |
|    total_timesteps      | 12768        |
| train/                  |              |
|    approx_kl            | 0.0037260521 |
|    clip_fraction        | 0.114        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.336       |
|    explained_variance   | 0.706        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00686     |
|    n_updates            | 7960         |
|    policy_gradient_loss | -0.00499     |
|    value_loss           | 3.9e-05      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 109        |
|    ep_rew_mean          | 109        |
| time/                   |            |
|    fps                  | 166        |
|    iterations           | 400        |
|    time_elapsed         | 76         |
|    total_timesteps      | 12800      |
| train/                  |            |
|    approx_kl            | 0.00258396 |
|    clip_fraction        | 0.1        |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.333     |
|    explained_variance   | 0.805      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00956   |
|    n_updates            | 7980       |
|    policy_gradient_loss | -0.00568   |
|    value_loss           | 4.52e-05   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | 109          |
| time/                   |              |
|    fps                  | 166          |
|    iterations           | 401          |
|    time_elapsed         | 76           |
|    total_timesteps      | 12832        |
| train/                  |              |
|    approx_kl            | 0.0009434242 |
|    clip_fraction        | 0.0391       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.259       |
|    explained_variance   | 0.771        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0102      |
|    n_updates            | 8000         |
|    policy_gradient_loss | -0.00575     |
|    value_loss           | 0.000733     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 402         |
|    time_elapsed         | 77          |
|    total_timesteps      | 12864       |
| train/                  |             |
|    approx_kl            | 0.059395038 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.283      |
|    explained_variance   | 0.626       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0165     |
|    n_updates            | 8020        |
|    policy_gradient_loss | -0.013      |
|    value_loss           | 0.00106     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | 109          |
| time/                   |              |
|    fps                  | 166          |
|    iterations           | 403          |
|    time_elapsed         | 77           |
|    total_timesteps      | 12896        |
| train/                  |              |
|    approx_kl            | 0.0056326445 |
|    clip_fraction        | 0.0594       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.336       |
|    explained_variance   | 0.656        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00297     |
|    n_updates            | 8040         |
|    policy_gradient_loss | -0.00172     |
|    value_loss           | 3.37e-05     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 404         |
|    time_elapsed         | 77          |
|    total_timesteps      | 12928       |
| train/                  |             |
|    approx_kl            | 0.008676559 |
|    clip_fraction        | 0.0734      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.333      |
|    explained_variance   | 0.884       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00726    |
|    n_updates            | 8060        |
|    policy_gradient_loss | -0.00567    |
|    value_loss           | 2.47e-05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 166         |
|    iterations           | 405         |
|    time_elapsed         | 77          |
|    total_timesteps      | 12960       |
| train/                  |             |
|    approx_kl            | 0.002577804 |
|    clip_fraction        | 0.0344      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.364      |
|    explained_variance   | 0.821       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00509    |
|    n_updates            | 8080        |
|    policy_gradient_loss | -0.0032     |
|    value_loss           | 3.23e-05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 110         |
| time/                   |             |
|    fps                  | 167         |
|    iterations           | 406         |
|    time_elapsed         | 77          |
|    total_timesteps      | 12992       |
| train/                  |             |
